TR:IB023:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831.75,956.5,4512,33558,2499.75,2679.75,15665.8,639.75,487.5,410.75,723.75,4154,1010,23703,451,490,1275.75
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8429,1205.5,7680.5,42790,3854,3983.5,20726,870,582,454,906,10799,6497.5,30396,517.5,440.5,1779
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4956,1044.5,5946.5,38890,2752,2966,13997,465,535,335,814,5724.5,1656,17749,426,360,986.5
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4997,1052,6703,40044,2944,2859,17448,907,515,310.5,917,3773,804,20518,412,593,1841
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5998,1057,6440,41913,1276,2103,16611,780,598,371,860,2693,739.5,20991.5,423,551,1516
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7192,754,6957.5,44937,3085,1866.5,13240,471,430.5,246,747,5256,1686,8802.5,349,341,1047
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7675.5,1160,7663,44406,3183,2477,16763,516,3121,416.5,1494,4996,1088,20830,383,848.5,1393
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6901,974.5,6917,44036.5,1452,2170.5,21475.5,434,1319,364,896,3801,827,17125,408.5,334,1215
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5162.5,1099,5964.5,36397,938,1580,19687,880,584,516.5,832,1960.5,485.5,13842.5,433,535,1354.5
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4109,1104.5,4836,35497,2836,2845,17344.5,816.5,558,479.5,814,5031,1381,24349,530.5,364,1128
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4740,1053,3977.5,35705,1518,2022.5,17010,767.5,525,382,809,2838.5,579.5,24753.5,379,458,1404.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3760,699,21164,35035,2149,3332.5,14325,547,1338,323,3768.5,5462,2207.5,1152.5,374,404,753
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3929,1191.5,4119.5,30581,4363,4665,14395.5,473,512,502,858.5,5222,1612,23888,487,268,1422
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6621,1178,5015.5,38844,3411.5,3689.5,34366,1666,471,450,781,15302,8122,24972.5,402.5,360,1181
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6274,1138,1356,21118,4776.5,1202,56615,1842.5,801,477,840,10635,8200.5,21314.5,343,324,1971
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3274,1322,5768,31573,3210,4119.5,39836,1527,541,341,804,12304,7628,31504,434,465,1585
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4460,1279.5,6499,35936,4902,4458,29785,1351,537.5,454.5,836,15676,8662,31735,503,350,1434
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3303,1165.5,5460,31850,3280,3730,19318,878,572,416,755,7517,2580,28550,496,432,1509
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3449,1135,5383,36697,3708.5,3234,25168.5,2367,548,505.5,603,10569,4229,14220,368,292,893
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4125,1037.5,5613,34989,1954,2266,11767.5,505,593,424,769.5,3477,697,21649,512.5,436,1370
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4304.5,1179,6845.5,31631.5,2265,2938,21383.5,832.5,604,356,800,5798,1756.5,26311,387,359.5,1548
