TR:IB015:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,NA,1,1,0,0,NA,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.762485944761121,0.829071040408014,1,0.822878193513973,1,0.5,0.28722281214056,0,0,1,0.947898019635863,1,0,0,1,0.838268323138096,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.638865192439064,0.180232150750553,0.848567326618882,0.796012859355719,1,1,0,0,0,NA,0.683064369664238,1,0,0,1,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.338760991843585,0,0.291288144167267,0.39887908361291,0.871659145792772,0.586916377710873,0,0,0,NA,0.43423934085656,0.262957761479368,0,0,NA,0.398650195773341,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.312946500702587,0,0.259533476365839,0.442950517148983,0.114498938648737,0.213363481448654,0,0,0,NA,0.294541685251169,0.109949823563858,0,0,NA,0.509407312438549,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0.626719082242555,0.262656831980362,0.492884902833684,0.196397856240667,0.059032784661146,0.987224883252651,0,0,NA,0.236362672587611,0.331688558111451,0,0,NA,0.359507923423186,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.372996387377649,0,1,0.609116879030055,0.5,1,0,0,0,NA,1,0.527211368254913,0,0,NA,0.947933080016377,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.367828398612913,0,0.512776945558408,0.577587921905795,0.641004263481547,1,0.826130063591781,0,0,NA,0.327469064131117,0.5,0,0,NA,0.267593791379824,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.460739765068801,0,0.473457556520875,0.357233517804025,0.0553582855862093,0.0203179863645531,0,0,0,1,0.421559255626094,0.0423300555130419,0,0,1,0.561720221530236,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.397060749202955,0.575998612405946,0.278651317831211,0.549110544783506,0.408371439349725,0.0218331769983666,0.5,0,0,1,0.508174464309855,0.390845082418646,0,0,1,0.700311868310187,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.521776432273363,0,0.796644324714371,0.503034420791894,0.0836165322938486,0.0468293992015455,0.980940188953851,0,0,1,0.5,0.0978827641322193,0,0,NA,0.5,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.317395485982027,0,1,0.48692002227853,0.629236966781665,1,0,0,0,NA,0.825443425023286,0.706759611905479,0,0,NA,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.410299405031834,0.525502253262295,0.678481364760579,0.473214989701208,1,1,0.958913608702397,0,0,NA,0.450350991838092,1,0,0,NA,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.834335615583994,0.945977830302521,1,0.598924896890734,0.126888552432088,0.147149108718811,0.998126329948228,0,0,NA,0.533919389267941,1,0,0,1,0.839563198826136,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0.876560431047111,0.0252272627077672,0.150399116925041,0.408091987391684,0.0190898511538276,0.999636238844395,0,0,1,0.966815083106062,0.102494898834827,0,0,NA,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.47409007302649,0.899222748212425,0.419195004856921,0.256450679300048,0.151822971239142,0.0456353616981657,0.994956674365072,0,0,1,0.481274812023658,1,0,0,1,0.822882199130338,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.699721841500282,0.93336277148686,1,0.361809821913873,1,1,0.996719943283304,0,0,1,0.57578687920645,1,0,0,1,0.88439050261938,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.440141013482448,0.804310362264525,0.5,0.606845209284296,0.876516965353464,0.0719001066629287,0,0,0,1,0.629094803221772,0.463028102011305,0,0,1,0.75311200128593,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.759663916006882,0.913603049907959,0.470197455093283,0.627519690971051,0.488704465924557,1,0.995535444393339,0,0,1,0.366876008506016,1,0,0,1,0.561720221530236,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0.26902385290859,0.5,0.396793285735331,0.472318584590334,0,0,0,NA,0.346169282308128,0.243678467387228,0,0,1,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.627601850168291,0.5,0.394780307789267,0.427494792512202,0.780718610956992,1,0.980474091350817,0,0,NA,0.306965829734544,0.317692206598961,0,0,NA,0,0
