TR:IB018:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.77700049206469,0,0,0,0.965779617175873,0,0.738012788142501,0.584788865429359,0.92226835846997,0.920384352986239,0,0.896863213160675,0.850886798264354,1,0,0,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0.751240272257953,0,0,0.557544853178454,0.767835976490702,0,0,0,0.5,0.223741422347594,0,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0.824073795490366,0,0,0.468747252762429,0,0.0652440705335606,0,0.269404079712449,0,0.5,0,0,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.768266297013632,0,0,0,0,0,0.739650928974687,0.670166577687059,0.806199031718199,0.44254525878436,0,0,0.0707235052152338,1,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0,0,0,0,0,0.448475383197673,0,0.72860961201363,0,0.706968359673555,0.556197581126963,0.201298432445705,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.537215059962822,0,0,0,0,0,0,0,0.996767396306999,0.72860961201363,0,0.0663227287804063,0,0.207742309490257,0,0,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.46754393216855,0,0,0,0.409951817366916,0,0,0.134215005239922,0.96547348588921,0.386155318423696,0,0,0,0.214440800933564,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.914420008030386,0,0,0,0,0,0.908285010781419,0.29723155285522,0.57115614955378,0.750616275655622,0,0,0,0.52361360428287,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.565549152171074,0,0,0,0.844392116680942,0,0.752246436428178,0.905015542301956,0.938982401087888,0.854152500066017,0,0.5,0.594567616650125,1,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.180314923566368,0,0,0,0,0,0,0.677677013824659,0.481764011515137,0.5,0,0,0,0.284818541169065,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0.5,0,0,0.442505959809909,0.985198383541558,0.137392184678696,0,0.116738436124331,0.160071107854038,0.515638486731758,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0332114623313154,0,0,0,0.961455506835484,0,0.5,0.492753664399878,0,0,0,0.77304502601909,0.658763838065342,0.316534712349283,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.711428194955392,0,0,0,0.974578180955093,0,0.90895001116161,0.835842555784978,0,0.197822481930618,0,0.852936204455601,0.779066855618641,0.408370782982172,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.670044431382305,0,0,0,0.923910311724513,0,0.991248818250762,0.89651534707107,0.927996148305677,0.837174670998922,0,0.87055509863947,0.852472706878911,0.0968313376187677,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.810835719165836,0,0,0,0.955039758609127,0,0.939928329797701,0.848804732201738,0.5,0.665775428263374,0,0.899961762310543,0.847833272035523,1,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.730644213510622,0,0,0,0.89467214513891,0,0.819134520736452,0.82721473198738,0,0.648311649235869,0,0.896367553232561,0.838838437948429,1,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0.81670564932747,0,0,0.5,0,0.390075195215309,0,0.605488124005935,0.418538056372371,0.331364437255634,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.879444710290186,0,0,0,0.220259431254879,0,0.930806778972521,0.82620356612909,0.622050918596464,0.251026420362879,0,0.83822093175107,0.795253830952441,0.956700287895028,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0280404241296861,0,0,0,0,0,0,0,0,0.723006421618393,0,0,0,0.21672104083032,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.445736298732206,0,0,0,0.0965745500594422,0,0.73469240675747,0.319736221842161,0,0.698781855162081,0,0.660130944033127,0.516890648918716,0.829957983572699,0,0,0
